Proteome Id	Organism	Organism Id	Protein count	BUSCO	CPD	Taxonomic lineage	Genome assembly ID	Taxon mnemonic	Components	Kingdom	Phylum	Class	Order	Family	Genus	Species
UP000828797	Vibrio phage vB_VpaP_G1	2862773	44		Unknown	Viruses, Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Autographiviridae, Youngvirus, Youngvirus G1	GCA_020497045.1	9CAUD	Segment	Heunggongvirae	Uroviricota	Caudoviricetes		Autographiviridae	Youngvirus	Youngvirus G1
UP000828801	Vibrio phage vB_VipaK	2729570	15		Unknown	Viruses, Monodnaviria, Loebvirae, Hofneiviricota, Faserviricetes, Tubulavirales, Inoviridae, Versovirus, Versovirus VipaK	GCA_020535915.1	9VIRU	Segment	Loebvirae	Hofneiviricota	Faserviricetes	Tubulavirales	Inoviridae	Versovirus	Versovirus VipaK
UP000828816	Escherichia phage JLBYU37	2894747	62		Unknown	Viruses, Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Dhillonvirus, Dhillonvirus JLBYU37	GCA_021356195.1	9CAUD	Segment	Heunggongvirae	Uroviricota	Caudoviricetes			Dhillonvirus	Dhillonvirus JLBYU37
UP000828823	Pseudomonas phage Guyu	2872676	54		Unknown	Viruses, Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Septimatrevirus, Septimatrevirus guyu	GCA_020489625.1	9CAUD	Segment	Heunggongvirae	Uroviricota	Caudoviricetes			Septimatrevirus	Septimatrevirus guyu
UP000828831	Pseudomonas phage vB_PaeA_55_1W	2863830	52		Unknown	Viruses, Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Autographiviridae, Krylovirinae, Phikmvvirus, Phikmvvirus LUZ19	GCA_020497065.1	9CAUD	Segment	Heunggongvirae	Uroviricota	Caudoviricetes		Autographiviridae	Phikmvvirus	Phikmvvirus LUZ19
UP000828836	Escherichia phage KarlJaspers	2851970	89		Unknown	Viruses, Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Drexlerviridae, Tempevirinae, Hanrivervirus, Hanrivervirus karljaspers	GCA_020892205.1	9CAUD	Segment	Heunggongvirae	Uroviricota	Caudoviricetes		Drexlerviridae	Hanrivervirus	Hanrivervirus karljaspers
UP000828843	Escherichia phage MaxBurger	2852026	221		Unknown	Viruses, Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Vequintavirinae, Vequintavirus, Vequintavirus maxburger	GCA_020892685.1	9CAUD	Segment	Heunggongvirae	Uroviricota	Caudoviricetes			Vequintavirus	Vequintavirus maxburger
UP000828851	Escherichia phage DanielBernoulli	2851972	91		Unknown	Viruses, Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Drexlerviridae, Tempevirinae, Tlsvirus, Tlsvirus danielbernouli	GCA_020892225.1	9CAUD	Segment	Heunggongvirae	Uroviricota	Caudoviricetes		Drexlerviridae	Tlsvirus	Tlsvirus danielbernouli
UP000828861	Escherichia phage DrSchubert	2852022	228		Unknown	Viruses, Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Vequintavirinae, Vequintavirus, Vequintavirus drschubert	GCA_020892645.1	9CAUD	Segment	Heunggongvirae	Uroviricota	Caudoviricetes			Vequintavirus	Vequintavirus drschubert
UP000828865	Escherichia phage IsaakIselin	2851974	90		Unknown	Viruses, Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Drexlerviridae, Tempevirinae, Henuseptimavirus, Henuseptimavirus isaaklselin	GCA_020892245.1	9CAUD	Segment	Heunggongvirae	Uroviricota	Caudoviricetes		Drexlerviridae	Henuseptimavirus	Henuseptimavirus isaaklselin
UP000828872	Carnobacterium phage cd4	2849246	109		Unknown	Viruses, Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Carnodivirus, Carnodivirus cd4-like	GCA_020475005.2	9CAUD	Segment	Heunggongvirae	Uroviricota	Caudoviricetes			Carnodivirus	Carnodivirus cd4-like
UP000828875	Escherichia phage JakobBernoulli	2851971	91		Unknown	Viruses, Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Drexlerviridae, Tempevirinae, Hanrivervirus, Hanrivervirus jacobbernoulli	GCA_020892215.1	9CAUD	Segment	Heunggongvirae	Uroviricota	Caudoviricetes		Drexlerviridae	Hanrivervirus	Hanrivervirus jacobbernoulli
UP000828882	Arthrobacter phage Kardesai	2859474	100		Unknown	Viruses, Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Mudcatvirus, Mudcatvirus kardesai	GCA_020493175.1	9CAUD	Segment	Heunggongvirae	Uroviricota	Caudoviricetes			Mudcatvirus	Mudcatvirus kardesai
UP000828884	Escherichia phage PaulSarasin	2851973	90		Unknown	Viruses, Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Drexlerviridae, Tempevirinae, Changchunvirus, unclassified Changchunvirus	GCA_020892235.1	9CAUD	Segment	Heunggongvirae	Uroviricota	Caudoviricetes		Drexlerviridae	Changchunvirus	
UP000828965	Salmonella phage BD13	2912287	165		Unknown	Viruses, Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Demerecviridae, Markadamsvirinae, Epseptimavirus, Epseptimavirus BD13	GCA_021870685.1	9CAUD	Segment	Heunggongvirae	Uroviricota	Caudoviricetes		Demerecviridae	Epseptimavirus	Epseptimavirus BD13
UP000829067	Gordonia phage Pickett	2910954	74		Unknown	Viruses, Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Attisvirus, Attisvirus pickett	GCA_021864205.1	9CAUD	Segment	Heunggongvirae	Uroviricota	Caudoviricetes			Attisvirus	Attisvirus pickett
UP000829068	Erwinia phage Micant	2923255	51		Unknown	Viruses, Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Autographiviridae, Slopekvirinae, Micantvirus, Micantvirus micant	GCA_022604915.2	9CAUD	Segment	Heunggongvirae	Uroviricota	Caudoviricetes		Autographiviridae	Micantvirus	Micantvirus micant
UP000829102	Erwinia phage Loshitsa2	2923254	51		Unknown	Viruses, Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Autographiviridae, Slopekvirinae, Micantvirus, Micantvirus loshitsa2	GCA_022604905.2	9CAUD	Genome	Heunggongvirae	Uroviricota	Caudoviricetes		Autographiviridae	Micantvirus	Micantvirus loshitsa2
UP000829107	Yersinia phage vB_YenM_42.18	2918926	54		Unknown	Viruses, Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Peduoviridae, Firavirus, Firavirus YenM4218	GCA_022604855.1	9CAUD	Segment	Heunggongvirae	Uroviricota	Caudoviricetes		Peduoviridae	Firavirus	Firavirus YenM4218
UP000829378	Yersinia phage vB_YenM_56.17	2918927	55		Unknown	Viruses, Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Peduoviridae, Duonihilunusvirus, Duonihilunusvirus YenM5617	GCA_022604865.1	9CAUD	Segment	Heunggongvirae	Uroviricota	Caudoviricetes		Peduoviridae	Duonihilunusvirus	Duonihilunusvirus YenM5617
UP000829385	Yersinia phage vB_YenM_06.16-2	2918920	44		Unknown	Viruses, Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Peduoviridae, Duonihilunusvirus, Duonihilunusvirus YenM06162	GCA_022604795.1	9CAUD	Segment	Heunggongvirae	Uroviricota	Caudoviricetes		Peduoviridae	Duonihilunusvirus	Duonihilunusvirus YenM06162
UP000829411	Yersinia phage vB_YenM_201.16	2918921	52		Unknown	Viruses, Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Peduoviridae, Duonihilunusvirus, Duonihilunusvirus YenM20116	GCA_022604805.1	9CAUD	Segment	Heunggongvirae	Uroviricota	Caudoviricetes		Peduoviridae	Duonihilunusvirus	Duonihilunusvirus YenM20116
UP000829466	Stenotrophomonas maltophilia phage vB_SmaM_Ps15	3071007	276		Unknown	Viruses, Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Menderavirus, Menderavirus Ps15	GCA_022544585.1	9CAUD	Segment	Heunggongvirae	Uroviricota	Caudoviricetes			Menderavirus	Menderavirus Ps15
UP000829477	Enterococcus phage phiSHEF16	2918650	185		Unknown	Viruses, Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Herelleviridae, Brockvirinae, Schiekvirus, Schiekvirus Shef16	GCA_022544735.1	9CAUD	Segment	Heunggongvirae	Uroviricota	Caudoviricetes		Herelleviridae	Schiekvirus	Schiekvirus Shef16
UP000829563	Enterococcus phage phiSHEF13	2918648	194		Unknown	Viruses, Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Herelleviridae, Brockvirinae, Schiekvirus, Schiekvirus Shef13	GCA_022544715.1	9CAUD	Segment	Heunggongvirae	Uroviricota	Caudoviricetes		Herelleviridae	Schiekvirus	Schiekvirus Shef13
UP000829649	Klebsiella phage vB_KpnS-Carvaje	2900314	99		Unknown	Viruses, Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Carvajevirus, Carvajevirus carvaje	GCA_023369765.1	9CAUD	Segment	Heunggongvirae	Uroviricota	Caudoviricetes			Carvajevirus	Carvajevirus carvaje
UP000829694	Matsumuraeses phaseoli granulovirus	2760664	128		Unknown	Viruses, Viruses incertae sedis, Naldaviricetes, Lefavirales, Baculoviridae, Betabaculovirus, Betabaculovirus maphaseoli	GCA_023148945.1	9BBAC	Segment	Viruses		Naldaviricetes	Lefavirales	Baculoviridae	Betabaculovirus	Betabaculovirus maphaseoli
UP000829715	Plasmopara viticola lesion associated ourmia-like virus 72	2686545	1		Unknown	Viruses, Riboviria, Orthornavirae, Lenarviricota, Miaviricetes, Ourlivirales, Botourmiaviridae, Scleroulivirus, Scleroulivirus lambdaplasmoparae	GCA_023138505.1	9VIRU	Segment	Orthornavirae	Lenarviricota	Miaviricetes	Ourlivirales	Botourmiaviridae	Scleroulivirus	Scleroulivirus lambdaplasmoparae
UP000829738	Plasmopara viticola lesion associated ourmia-like virus 79	2686552	1		Unknown	Viruses, Riboviria, Orthornavirae, Lenarviricota, Miaviricetes, Ourlivirales, Botourmiaviridae, Scleroulivirus, Scleroulivirus sigmaplasmoparae	GCA_023138575.1	9VIRU	Segment	Orthornavirae	Lenarviricota	Miaviricetes	Ourlivirales	Botourmiaviridae	Scleroulivirus	Scleroulivirus sigmaplasmoparae
UP000829739	Plasmopara viticola lesion associated ourmia-like virus 73	2686546	1		Unknown	Viruses, Riboviria, Orthornavirae, Lenarviricota, Miaviricetes, Ourlivirales, Botourmiaviridae, Scleroulivirus, Scleroulivirus miplasmoparae	GCA_023138515.1	9VIRU	Segment	Orthornavirae	Lenarviricota	Miaviricetes	Ourlivirales	Botourmiaviridae	Scleroulivirus	Scleroulivirus miplasmoparae
UP000829757	Rhizoctonia solani mitovirus 30	2599421	1		Unknown	Viruses, Riboviria, Orthornavirae, Lenarviricota, Howeltoviricetes, Cryppavirales, Mitoviridae, Triamitovirus, Triamitovirus rhso30	GCA_023124275.1	9VIRU	Segment	Orthornavirae	Lenarviricota	Howeltoviricetes	Cryppavirales	Mitoviridae	Triamitovirus	Triamitovirus rhso30
UP000829761	Plasmopara viticola lesion associated ourmia-like virus 74	2686547	1		Unknown	Viruses, Riboviria, Orthornavirae, Lenarviricota, Miaviricetes, Ourlivirales, Botourmiaviridae, Scleroulivirus, Scleroulivirus niplasmoparae	GCA_023138525.1	9VIRU	Segment	Orthornavirae	Lenarviricota	Miaviricetes	Ourlivirales	Botourmiaviridae	Scleroulivirus	Scleroulivirus niplasmoparae
UP000829773	Rhizoctonia mitovirus 1 RS002	1461368	1		Unknown	Viruses, Riboviria, Orthornavirae, Lenarviricota, Howeltoviricetes, Cryppavirales, Mitoviridae, Triamitovirus, Triamitovirus rhso1	GCA_023119795.1	9VIRU	Segment	Orthornavirae	Lenarviricota	Howeltoviricetes	Cryppavirales	Mitoviridae	Triamitovirus	Triamitovirus rhso1
UP000829778	Plasmopara viticola lesion associated ourmia-like virus 64	2686536	1		Unknown	Viruses, Riboviria, Orthornavirae, Lenarviricota, Miaviricetes, Ourlivirales, Botourmiaviridae, Deltascleroulivirus, Deltascleroulivirus alphaplasmoparae	GCA_023138425.1	9VIRU	Segment	Orthornavirae	Lenarviricota	Miaviricetes	Ourlivirales	Botourmiaviridae	Deltascleroulivirus	Deltascleroulivirus alphaplasmoparae
UP000829790	Plasmopara viticola lesion associated ourmia-like virus 77	2686550	1		Unknown	Viruses, Riboviria, Orthornavirae, Lenarviricota, Miaviricetes, Ourlivirales, Botourmiaviridae, Scleroulivirus, Scleroulivirus piplasmoparae	GCA_023138555.1	9VIRU	Segment	Orthornavirae	Lenarviricota	Miaviricetes	Ourlivirales	Botourmiaviridae	Scleroulivirus	Scleroulivirus piplasmoparae
UP000829792	Plasmopara viticola lesion associated ourmia-like virus 78	2686551	1		Unknown	Viruses, Riboviria, Orthornavirae, Lenarviricota, Miaviricetes, Ourlivirales, Botourmiaviridae, Scleroulivirus, Scleroulivirus rhoplasmoparae	GCA_023138565.1	9VIRU	Segment	Orthornavirae	Lenarviricota	Miaviricetes	Ourlivirales	Botourmiaviridae	Scleroulivirus	Scleroulivirus rhoplasmoparae
UP000829794	Plasmopara viticola lesion associated ourmia-like virus 75	2686548	1		Unknown	Viruses, Riboviria, Orthornavirae, Lenarviricota, Miaviricetes, Ourlivirales, Botourmiaviridae, Scleroulivirus, Scleroulivirus xiplasmoparae	GCA_023138535.1	9VIRU	Segment	Orthornavirae	Lenarviricota	Miaviricetes	Ourlivirales	Botourmiaviridae	Scleroulivirus	Scleroulivirus xiplasmoparae
UP000829799	Rhizoctonia solani mitovirus 31	2599422	1		Unknown	Viruses, Riboviria, Orthornavirae, Lenarviricota, Howeltoviricetes, Cryppavirales, Mitoviridae, Duamitovirus, Duamitovirus rhso31	GCA_023124285.1	9VIRU	Segment	Orthornavirae	Lenarviricota	Howeltoviricetes	Cryppavirales	Mitoviridae	Duamitovirus	Duamitovirus rhso31
UP000829811	Plasmopara viticola lesion associated ourmia-like virus 66	2686538	1		Unknown	Viruses, Riboviria, Orthornavirae, Lenarviricota, Miaviricetes, Ourlivirales, Botourmiaviridae, Scleroulivirus, Scleroulivirus zetaplasmoparae	GCA_023138435.1	9VIRU	Segment	Orthornavirae	Lenarviricota	Miaviricetes	Ourlivirales	Botourmiaviridae	Scleroulivirus	Scleroulivirus zetaplasmoparae
UP000829816	Plasmopara viticola lesion associated ourmia-like virus 76	2686549	1		Unknown	Viruses, Riboviria, Orthornavirae, Lenarviricota, Miaviricetes, Ourlivirales, Botourmiaviridae, Scleroulivirus, Scleroulivirus omicronplasmoparae	GCA_023138545.1	9VIRU	Segment	Orthornavirae	Lenarviricota	Miaviricetes	Ourlivirales	Botourmiaviridae	Scleroulivirus	Scleroulivirus omicronplasmoparae
UP000829819	Rhizoctonia solani mitovirus 26	2599417	1		Unknown	Viruses, Riboviria, Orthornavirae, Lenarviricota, Howeltoviricetes, Cryppavirales, Mitoviridae, Duamitovirus, Duamitovirus rhso26	GCA_023124255.1	9VIRU	Segment	Orthornavirae	Lenarviricota	Howeltoviricetes	Cryppavirales	Mitoviridae	Duamitovirus	Duamitovirus rhso26
UP000829839	Plasmopara viticola lesion associated ourmia-like virus 36	2686505	1		Unknown	Viruses, Riboviria, Orthornavirae, Lenarviricota, Miaviricetes, Ourlivirales, Botourmiaviridae, Magoulivirus, Magoulivirus viticolae	GCA_023138095.1	9VIRU	Segment	Orthornavirae	Lenarviricota	Miaviricetes	Ourlivirales	Botourmiaviridae	Magoulivirus	Magoulivirus viticolae
UP000829840	Sclerotinia sclerotiorum mitovirus 3	1279099	1		Unknown	Viruses, Riboviria, Orthornavirae, Lenarviricota, Howeltoviricetes, Cryppavirales, Mitoviridae, Duamitovirus, Duamitovirus scsc3	GCA_023119765.1	9VIRU	Segment	Orthornavirae	Lenarviricota	Howeltoviricetes	Cryppavirales	Mitoviridae	Duamitovirus	Duamitovirus scsc3
UP000829844	Plasmopara viticola lesion associated ourmia-like virus 63	2686535	1		Unknown	Viruses, Riboviria, Orthornavirae, Lenarviricota, Miaviricetes, Ourlivirales, Botourmiaviridae, Scleroulivirus, Scleroulivirus epsilonplasmoparae	GCA_023138415.1	9VIRU	Segment	Orthornavirae	Lenarviricota	Miaviricetes	Ourlivirales	Botourmiaviridae	Scleroulivirus	Scleroulivirus epsilonplasmoparae
UP000829848	Grapevine virus L	2283237	5		Unknown	Viruses, Riboviria, Orthornavirae, Kitrinoviricota, Alsuviricetes, Tymovirales, Betaflexiviridae, Trivirinae, Vitivirus, Vitivirus GVL	GCA_023148215.1	9VIRU	Segment	Orthornavirae	Kitrinoviricota	Alsuviricetes	Tymovirales	Betaflexiviridae	Vitivirus	Vitivirus GVL
UP000829852	Botrytis cinerea ourmia-like virus 5	2735955	1		Unknown	Viruses, Riboviria, Orthornavirae, Lenarviricota, Miaviricetes, Ourlivirales, Botourmiaviridae, Deltascleroulivirus, Deltascleroulivirus botrytidis	GCA_023141655.1	9VIRU	Segment	Orthornavirae	Lenarviricota	Miaviricetes	Ourlivirales	Botourmiaviridae	Deltascleroulivirus	Deltascleroulivirus botrytidis
UP000829871	Botrytis cinerea ourmia-like virus 12	2735946	1		Unknown	Viruses, Riboviria, Orthornavirae, Lenarviricota, Miaviricetes, Ourlivirales, Botourmiaviridae, Botoulivirus, Botoulivirus gammabotrytidis	GCA_023141705.1	9VIRU	Segment	Orthornavirae	Lenarviricota	Miaviricetes	Ourlivirales	Botourmiaviridae	Botoulivirus	Botoulivirus gammabotrytidis
UP000829874	Plasmopara viticola lesion associated ourmia-like virus 69	2686541	1		Unknown	Viruses, Riboviria, Orthornavirae, Lenarviricota, Miaviricetes, Ourlivirales, Botourmiaviridae, Scleroulivirus, Scleroulivirus thetaplasmoparae	GCA_023138475.1	9VIRU	Segment	Orthornavirae	Lenarviricota	Miaviricetes	Ourlivirales	Botourmiaviridae	Scleroulivirus	Scleroulivirus thetaplasmoparae
UP000829879	Botrytis cinerea ourmia-like virus 2	2735952	1		Unknown	Viruses, Riboviria, Orthornavirae, Lenarviricota, Miaviricetes, Ourlivirales, Botourmiaviridae, Penoulivirus, Penoulivirus betabotrytidis	GCA_023141625.1	9VIRU	Segment	Orthornavirae	Lenarviricota	Miaviricetes	Ourlivirales	Botourmiaviridae	Penoulivirus	Penoulivirus betabotrytidis
UP000829886	Rhizoctonia solani mitovirus 27	2599418	1		Unknown	Viruses, Riboviria, Orthornavirae, Lenarviricota, Howeltoviricetes, Cryppavirales, Mitoviridae, Duamitovirus, Duamitovirus rhso27	GCA_023124265.1	9VIRU	Segment	Orthornavirae	Lenarviricota	Howeltoviricetes	Cryppavirales	Mitoviridae	Duamitovirus	Duamitovirus rhso27
UP000829888	Entomophthora muscae mitovirus 2	2557975	1		Unknown	Viruses, Riboviria, Orthornavirae, Lenarviricota, Howeltoviricetes, Cryppavirales, Mitoviridae, Unuamitovirus, Unuamitovirus enmu2	GCA_023124555.1	9VIRU	Segment	Orthornavirae	Lenarviricota	Howeltoviricetes	Cryppavirales	Mitoviridae	Unuamitovirus	Unuamitovirus enmu2
UP000829893	Botrytis cinerea ourmia-like virus 3	2735953	1		Unknown	Viruses, Riboviria, Orthornavirae, Lenarviricota, Miaviricetes, Ourlivirales, Botourmiaviridae, Penoulivirus, Penoulivirus gammabotrytidis	GCA_023141635.1	9VIRU	Segment	Orthornavirae	Lenarviricota	Miaviricetes	Ourlivirales	Botourmiaviridae	Penoulivirus	Penoulivirus gammabotrytidis
UP000829899	Plasmopara viticola lesion associated ourmia-like virus 23	2686491	1		Unknown	Viruses, Riboviria, Orthornavirae, Lenarviricota, Miaviricetes, Ourlivirales, Botourmiaviridae, Magoulivirus, Magoulivirus tauplasmoparae	GCA_023132635.1	9VIRU	Genome	Orthornavirae	Lenarviricota	Miaviricetes	Ourlivirales	Botourmiaviridae	Magoulivirus	Magoulivirus tauplasmoparae
UP000829911	Botrytis cinerea ourmia-like virus 4	2735954	1		Unknown	Viruses, Riboviria, Orthornavirae, Lenarviricota, Miaviricetes, Ourlivirales, Botourmiaviridae, Botoulivirus, Botoulivirus alphabotrytidis	GCA_023141645.1	9VIRU	Segment	Orthornavirae	Lenarviricota	Miaviricetes	Ourlivirales	Botourmiaviridae	Botoulivirus	Botoulivirus alphabotrytidis
UP000829914	Plasmopara viticola lesion associated ourmia-like virus 5	2686520	1		Unknown	Viruses, Riboviria, Orthornavirae, Lenarviricota, Miaviricetes, Ourlivirales, Botourmiaviridae, Magoulivirus, Magoulivirus alphaplasmoparae	GCA_023132065.1	9VIRU	Segment	Orthornavirae	Lenarviricota	Miaviricetes	Ourlivirales	Botourmiaviridae	Magoulivirus	Magoulivirus alphaplasmoparae
UP000829917	Botrytis cinerea ourmia-like virus 1	2735943	1		Unknown	Viruses, Riboviria, Orthornavirae, Lenarviricota, Miaviricetes, Ourlivirales, Botourmiaviridae, Penoulivirus, Penoulivirus alphabotrytidis	GCA_023141615.1	9VIRU	Segment	Orthornavirae	Lenarviricota	Miaviricetes	Ourlivirales	Botourmiaviridae	Penoulivirus	Penoulivirus alphabotrytidis
UP000829918	Plasmopara viticola lesion associated ourmia-like virus 49	2686519	1		Unknown	Viruses, Riboviria, Orthornavirae, Lenarviricota, Miaviricetes, Ourlivirales, Botourmiaviridae, Gammascleroulivirus, Gammascleroulivirus alphaplasmoparae	GCA_023138235.1	9VIRU	Segment	Orthornavirae	Lenarviricota	Miaviricetes	Ourlivirales	Botourmiaviridae	Gammascleroulivirus	Gammascleroulivirus alphaplasmoparae
UP000829921	Entomophthora muscae mitovirus 3	2557976	1		Unknown	Viruses, Riboviria, Orthornavirae, Lenarviricota, Howeltoviricetes, Cryppavirales, Mitoviridae, Unuamitovirus, Unuamitovirus enmu3	GCA_023124565.1	9VIRU	Segment	Orthornavirae	Lenarviricota	Howeltoviricetes	Cryppavirales	Mitoviridae	Unuamitovirus	Unuamitovirus enmu3
UP000829926	Plasmopara viticola lesion associated ourmia-like virus 70	2686543	1		Unknown	Viruses, Riboviria, Orthornavirae, Lenarviricota, Miaviricetes, Ourlivirales, Botourmiaviridae, Scleroulivirus, Scleroulivirus iotaplasmoparae	GCA_023138485.1	9VIRU	Segment	Orthornavirae	Lenarviricota	Miaviricetes	Ourlivirales	Botourmiaviridae	Scleroulivirus	Scleroulivirus iotaplasmoparae
UP000829935	Plasmopara viticola lesion associated ourmia-like virus 21	2686489	1		Unknown	Viruses, Riboviria, Orthornavirae, Lenarviricota, Miaviricetes, Ourlivirales, Botourmiaviridae, Magoulivirus, Magoulivirus rhoplasmoparae	GCA_023132555.1	9VIRU	Segment	Orthornavirae	Lenarviricota	Miaviricetes	Ourlivirales	Botourmiaviridae	Magoulivirus	Magoulivirus rhoplasmoparae
UP000829944	Rhizoctonia solani mitovirus 32	2599423	1		Unknown	Viruses, Riboviria, Orthornavirae, Lenarviricota, Howeltoviricetes, Cryppavirales, Mitoviridae, Duamitovirus, Duamitovirus rhso32	GCA_023124295.1	9VIRU	Segment	Orthornavirae	Lenarviricota	Howeltoviricetes	Cryppavirales	Mitoviridae	Duamitovirus	Duamitovirus rhso32
UP000829946	Plasmopara viticola lesion associated ourmia-like virus 67	2686539	1		Unknown	Viruses, Riboviria, Orthornavirae, Lenarviricota, Miaviricetes, Ourlivirales, Botourmiaviridae, Betascleroulivirus, Betascleroulivirus miplasmoparae	GCA_023138455.1	9VIRU	Segment	Orthornavirae	Lenarviricota	Miaviricetes	Ourlivirales	Botourmiaviridae	Betascleroulivirus	Betascleroulivirus miplasmoparae
UP000829957	Plasmopara viticola lesion associated ourmia-like virus 60	2686532	1		Unknown	Viruses, Riboviria, Orthornavirae, Lenarviricota, Miaviricetes, Ourlivirales, Botourmiaviridae, Betabotoulivirus, Betabotoulivirus thetaplasmoparae	GCA_023138375.1	9VIRU	Segment	Orthornavirae	Lenarviricota	Miaviricetes	Ourlivirales	Botourmiaviridae	Betabotoulivirus	Betabotoulivirus thetaplasmoparae
